date,stock_ticker,company_name,exchange,country,currency,region,sector,beta,market_cap_bn,quarterly_return_pct,world_gdp_growth,us_fed_rate,us_cpi,vix,usd_index,oil_price_usd,gold_price_usd,geopolitical_risk,global_trade_vol,em_currency_idx
2022-07-01,SHEL_LSE,Shell,LSE,UK,GBP,Europe,Materials,1.5,243.7,4.808,3.0,1.5,8.3,30,108,95,1720,195,1.8,85
2022-10-01,SHEL_LSE,Shell,LSE,UK,GBP,Europe,Materials,1.5,243.7,-3.119,2.8,3.0,7.1,22,104,82,1800,180,2.0,88
2023-01-01,SHEL_LSE,Shell,LSE,UK,GBP,Europe,Materials,1.5,243.7,7.085,2.5,4.25,6.4,21,102,78,1850,175,2.2,87
2023-04-01,SHEL_LSE,Shell,LSE,UK,GBP,Europe,Materials,1.5,243.7,-5.242,2.3,4.75,5.0,19,101,73,1960,170,2.5,89
2023-07-01,SHEL_LSE,Shell,LSE,UK,GBP,Europe,Materials,1.5,243.7,7.314,2.1,5.0,4.0,17,100,70,1920,165,2.8,91
2023-10-01,SHEL_LSE,Shell,LSE,UK,GBP,Europe,Materials,1.5,243.7,1.928,1.9,5.25,3.2,14,103,75,2000,160,3.0,90
2019-01-01,ASTR_LSE,AstraZeneca,LSE,UK,GBP,Europe,Technology,1.68,51.1,-0.591,3.1,2.25,1.6,16,96,55,1290,110,2.2,100
2019-04-01,ASTR_LSE,AstraZeneca,LSE,UK,GBP,Europe,Technology,1.68,51.1,10.053,3.0,2.5,1.9,13,97,62,1310,112,2.5,98
2019-07-01,ASTR_LSE,AstraZeneca,LSE,UK,GBP,Europe,Technology,1.68,51.1,7.629,2.9,2.25,1.8,15,98,60,1490,115,1.5,95
2019-10-01,ASTR_LSE,AstraZeneca,LSE,UK,GBP,Europe,Technology,1.68,51.1,8.939,2.8,1.75,2.1,17,97,56,1480,118,0.8,97
2020-01-01,ASTR_LSE,AstraZeneca,LSE,UK,GBP,Europe,Technology,1.68,51.1,0.812,1.5,1.5,2.3,28,99,45,1580,130,-0.5,96
2020-04-01,ASTR_LSE,AstraZeneca,LSE,UK,GBP,Europe,Technology,1.68,51.1,-8.38,-6.5,0.25,0.1,55,100,20,1710,125,-15.0,88
2020-07-01,ASTR_LSE,AstraZeneca,LSE,UK,GBP,Europe,Technology,1.68,51.1,-9.446,-4.0,0.25,1.2,26,93,38,1900,120,3.0,90
2020-10-01,ASTR_LSE,AstraZeneca,LSE,UK,GBP,Europe,Technology,1.68,51.1,5.933,-1.8,0.25,1.4,22,90,42,1870,115,4.2,93
2021-01-01,ASTR_LSE,AstraZeneca,LSE,UK,GBP,Europe,Technology,1.68,51.1,9.519,5.5,0.25,1.7,21,89,52,1820,112,7.5,95
2021-04-01,ASTR_LSE,AstraZeneca,LSE,UK,GBP,Europe,Technology,1.68,51.1,19.511,5.0,0.25,5.0,17,91,62,1780,110,8.0,97
2021-07-01,ASTR_LSE,AstraZeneca,LSE,UK,GBP,Europe,Technology,1.68,51.1,1.816,4.5,0.25,6.2,18,93,74,1760,108,6.5,96
2021-10-01,ASTR_LSE,AstraZeneca,LSE,UK,GBP,Europe,Technology,1.68,51.1,11.439,4.2,0.25,7.0,17,96,80,1820,112,5.8,94
2022-01-01,ASTR_LSE,AstraZeneca,LSE,UK,GBP,Europe,Technology,1.68,51.1,-0.377,3.8,0.25,7.9,24,98,95,1900,165,3.5,92
2022-04-01,ASTR_LSE,AstraZeneca,LSE,UK,GBP,Europe,Technology,1.68,51.1,6.364,3.5,0.5,8.5,26,103,105,1870,200,2.5,88
2022-07-01,ASTR_LSE,AstraZeneca,LSE,UK,GBP,Europe,Technology,1.68,51.1,12.768,3.0,1.5,8.3,30,108,95,1720,195,1.8,85
2022-10-01,ASTR_LSE,AstraZeneca,LSE,UK,GBP,Europe,Technology,1.68,51.1,6.682,2.8,3.0,7.1,22,104,82,1800,180,2.0,88
2023-01-01,ASTR_LSE,AstraZeneca,LSE,UK,GBP,Europe,Technology,1.68,51.1,2.942,2.5,4.25,6.4,21,102,78,1850,175,2.2,87
2023-04-01,ASTR_LSE,AstraZeneca,LSE,UK,GBP,Europe,Technology,1.68,51.1,4.227,2.3,4.75,5.0,19,101,73,1960,170,2.5,89
2023-07-01,ASTR_LSE,AstraZeneca,LSE,UK,GBP,Europe,Technology,1.68,51.1,3.89,2.1,5.0,4.0,17,100,70,1920,165,2.8,91
2023-10-01,ASTR_LSE,AstraZeneca,LSE,UK,GBP,Europe,Technology,1.68,51.1,2.563,1.9,5.25,3.2,14,103,75,2000,160,3.0,90
2019-01-01,UNIL_LSE,Unilever,LSE,UK,GBP,Europe,Healthcare,0.54,107.7,5.394,3.1,2.25,1.6,16,96,55,1290,110,2.2,100
2019-04-01,UNIL_LSE,Unilever,LSE,UK,GBP,Europe,Healthcare,0.54,107.7,3.444,3.0,2.5,1.9,13,97,62,1310,112,2.5,98
2019-07-01,UNIL_LSE,Unilever,LSE,UK,GBP,Europe,Healthcare,0.54,107.7,7.207,2.9,2.25,1.8,15,98,60,1490,115,1.5,95
2019-10-01,UNIL_LSE,Unilever,LSE,UK,GBP,Europe,Healthcare,0.54,107.7,7.164,2.8,1.75,2.1,17,97,56,1480,118,0.8,97
2020-01-01,UNIL_LSE,Unilever,LSE,UK,GBP,Europe,Healthcare,0.54,107.7,-1.421,1.5,1.5,2.3,28,99,45,1580,130,-0.5,96
2020-04-01,UNIL_LSE,Unilever,LSE,UK,GBP,Europe,Healthcare,0.54,107.7,-5.962,-6.5,0.25,0.1,55,100,20,1710,125,-15.0,88
2020-07-01,UNIL_LSE,Unilever,LSE,UK,GBP,Europe,Healthcare,0.54,107.7,-2.716,-4.0,0.25,1.2,26,93,38,1900,120,3.0,90
2020-10-01,UNIL_LSE,Unilever,LSE,UK,GBP,Europe,Healthcare,0.54,107.7,-5.518,-1.8,0.25,1.4,22,90,42,1870,115,4.2,93
2021-01-01,UNIL_LSE,Unilever,LSE,UK,GBP,Europe,Healthcare,0.54,107.7,7.686,5.5,0.25,1.7,21,89,52,1820,112,7.5,95
2021-04-01,UNIL_LSE,Unilever,LSE,UK,GBP,Europe,Healthcare,0.54,107.7,8.89,5.0,0.25,5.0,17,91,62,1780,110,8.0,97
2021-07-01,UNIL_LSE,Unilever,LSE,UK,GBP,Europe,Healthcare,0.54,107.7,3.349,4.5,0.25,6.2,18,93,74,1760,108,6.5,96
2021-10-01,UNIL_LSE,Unilever,LSE,UK,GBP,Europe,Healthcare,0.54,107.7,1.086,4.2,0.25,7.0,17,96,80,1820,112,5.8,94
2022-01-01,UNIL_LSE,Unilever,LSE,UK,GBP,Europe,Healthcare,0.54,107.7,6.191,3.8,0.25,7.9,24,98,95,1900,165,3.5,92
2022-04-01,UNIL_LSE,Unilever,LSE,UK,GBP,Europe,Healthcare,0.54,107.7,-8.24,3.5,0.5,8.5,26,103,105,1870,200,2.5,88
2022-07-01,UNIL_LSE,Unilever,LSE,UK,GBP,Europe,Healthcare,0.54,107.7,0.726,3.0,1.5,8.3,30,108,95,1720,195,1.8,85
2022-10-01,UNIL_LSE,Unilever,LSE,UK,GBP,Europe,Healthcare,0.54,107.7,0.895,2.8,3.0,7.1,22,104,82,1800,180,2.0,88
2023-01-01,UNIL_LSE,Unilever,LSE,UK,GBP,Europe,Healthcare,0.54,107.7,-2.434,2.5,4.25,6.4,21,102,78,1850,175,2.2,87
2023-04-01,UNIL_LSE,Unilever,LSE,UK,GBP,Europe,Healthcare,0.54,107.7,5.683,2.3,4.75,5.0,19,101,73,1960,170,2.5,89
2023-07-01,UNIL_LSE,Unilever,LSE,UK,GBP,Europe,Healthcare,0.54,107.7,4.273,2.1,5.0,4.0,17,100,70,1920,165,2.8,91
2023-10-01,UNIL_LSE,Unilever,LSE,UK,GBP,Europe,Healthcare,0.54,107.7,-0.344,1.9,5.25,3.2,14,103,75,2000,160,3.0,90
2019-01-01,BP_LSE,BP,LSE,UK,GBP,Europe,Finance,1.43,300.1,7.319,3.1,2.25,1.6,16,96,55,1290,110,2.2,100
2019-04-01,BP_LSE,BP,LSE,UK,GBP,Europe,Finance,1.43,300.1,3.211,3.0,2.5,1.9,13,97,62,1310,112,2.5,98
2019-07-01,BP_LSE,BP,LSE,UK,GBP,Europe,Finance,1.43,300.1,4.508,2.9,2.25,1.8,15,98,60,1490,115,1.5,95
2019-10-01,BP_LSE,BP,LSE,UK,GBP,Europe,Finance,1.43,300.1,2.211,2.8,1.75,2.1,17,97,56,1480,118,0.8,97
2020-01-01,BP_LSE,BP,LSE,UK,GBP,Europe,Finance,1.43,300.1,-0.411,1.5,1.5,2.3,28,99,45,1580,130,-0.5,96
2020-04-01,BP_LSE,BP,LSE,UK,GBP,Europe,Finance,1.43,300.1,-17.28,-6.5,0.25,0.1,55,100,20,1710,125,-15.0,88
2020-07-01,BP_LSE,BP,LSE,UK,GBP,Europe,Finance,1.43,300.1,-2.665,-4.0,0.25,1.2,26,93,38,1900,120,3.0,90
2020-10-01,BP_LSE,BP,LSE,UK,GBP,Europe,Finance,1.43,300.1,-5.586,-1.8,0.25,1.4,22,90,42,1870,115,4.2,93
2021-01-01,BP_LSE,BP,LSE,UK,GBP,Europe,Finance,1.43,300.1,14.651,5.5,0.25,1.7,21,89,52,1820,112,7.5,95
2021-04-01,BP_LSE,BP,LSE,UK,GBP,Europe,Finance,1.43,300.1,9.844,5.0,0.25,5.0,17,91,62,1780,110,8.0,97
2021-07-01,BP_LSE,BP,LSE,UK,GBP,Europe,Finance,1.43,300.1,6.582,4.5,0.25,6.2,18,93,74,1760,108,6.5,96
2021-10-01,BP_LSE,BP,LSE,UK,GBP,Europe,Finance,1.43,300.1,5.513,4.2,0.25,7.0,17,96,80,1820,112,5.8,94
2022-01-01,BP_LSE,BP,LSE,UK,GBP,Europe,Finance,1.43,300.1,4.826,3.8,0.25,7.9,24,98,95,1900,165,3.5,92
2022-04-01,BP_LSE,BP,LSE,UK,GBP,Europe,Finance,1.43,300.1,3.744,3.5,0.5,8.5,26,103,105,1870,200,2.5,88
2022-07-01,BP_LSE,BP,LSE,UK,GBP,Europe,Finance,1.43,300.1,-1.384,3.0,1.5,8.3,30,108,95,1720,195,1.8,85
2022-10-01,BP_LSE,BP,LSE,UK,GBP,Europe,Finance,1.43,300.1,5.049,2.8,3.0,7.1,22,104,82,1800,180,2.0,88
2023-01-01,BP_LSE,BP,LSE,UK,GBP,Europe,Finance,1.43,300.1,-1.393,2.5,4.25,6.4,21,102,78,1850,175,2.2,87
2023-04-01,BP_LSE,BP,LSE,UK,GBP,Europe,Finance,1.43,300.1,3.703,2.3,4.75,5.0,19,101,73,1960,170,2.5,89
2023-07-01,BP_LSE,BP,LSE,UK,GBP,Europe,Finance,1.43,300.1,5.707,2.1,5.0,4.0,17,100,70,1920,165,2.8,91
2023-10-01,BP_LSE,BP,LSE,UK,GBP,Europe,Finance,1.43,300.1,-0.403,1.9,5.25,3.2,14,103,75,2000,160,3.0,90
2019-01-01,GSK_LSE,GSK,LSE,UK,GBP,Europe,Energy,0.7,369.6,6.709,3.1,2.25,1.6,16,96,55,1290,110,2.2,100
2019-04-01,GSK_LSE,GSK,LSE,UK,GBP,Europe,Energy,0.7,369.6,2.947,3.0,2.5,1.9,13,97,62,1310,112,2.5,98
2019-07-01,GSK_LSE,GSK,LSE,UK,GBP,Europe,Energy,0.7,369.6,5.273,2.9,2.25,1.8,15,98,60,1490,115,1.5,95
2019-10-01,GSK_LSE,GSK,LSE,UK,GBP,Europe,Energy,0.7,369.6,-1.272,2.8,1.75,2.1,17,97,56,1480,118,0.8,97
2020-01-01,GSK_LSE,GSK,LSE,UK,GBP,Europe,Energy,0.7,369.6,-2.855,1.5,1.5,2.3,28,99,45,1580,130,-0.5,96
2020-04-01,GSK_LSE,GSK,LSE,UK,GBP,Europe,Energy,0.7,369.6,-5.462,-6.5,0.25,0.1,55,100,20,1710,125,-15.0,88
2020-07-01,GSK_LSE,GSK,LSE,UK,GBP,Europe,Energy,0.7,369.6,-1.601,-4.0,0.25,1.2,26,93,38,1900,120,3.0,90
2020-10-01,GSK_LSE,GSK,LSE,UK,GBP,Europe,Energy,0.7,369.6,-2.461,-1.8,0.25,1.4,22,90,42,1870,115,4.2,93
2021-01-01,GSK_LSE,GSK,LSE,UK,GBP,Europe,Energy,0.7,369.6,10.362,5.5,0.25,1.7,21,89,52,1820,112,7.5,95
2021-04-01,GSK_LSE,GSK,LSE,UK,GBP,Europe,Energy,0.7,369.6,-1.116,5.0,0.25,5.0,17,91,62,1780,110,8.0,97
2021-07-01,GSK_LSE,GSK,LSE,UK,GBP,Europe,Energy,0.7,369.6,11.163,4.5,0.25,6.2,18,93,74,1760,108,6.5,96
2021-10-01,GSK_LSE,GSK,LSE,UK,GBP,Europe,Energy,0.7,369.6,8.012,4.2,0.25,7.0,17,96,80,1820,112,5.8,94
2022-01-01,GSK_LSE,GSK,LSE,UK,GBP,Europe,Energy,0.7,369.6,2.607,3.8,0.25,7.9,24,98,95,1900,165,3.5,92
2022-04-01,GSK_LSE,GSK,LSE,UK,GBP,Europe,Energy,0.7,369.6,6.169,3.5,0.5,8.5,26,103,105,1870,200,2.5,88
2022-07-01,GSK_LSE,GSK,LSE,UK,GBP,Europe,Energy,0.7,369.6,-2.507,3.0,1.5,8.3,30,108,95,1720,195,1.8,85
2022-10-01,GSK_LSE,GSK,LSE,UK,GBP,Europe,Energy,0.7,369.6,-1.725,2.8,3.0,7.1,22,104,82,1800,180,2.0,88
2023-01-01,GSK_LSE,GSK,LSE,UK,GBP,Europe,Energy,0.7,369.6,7.927,2.5,4.25,6.4,21,102,78,1850,175,2.2,87
2023-04-01,GSK_LSE,GSK,LSE,UK,GBP,Europe,Energy,0.7,369.6,1.885,2.3,4.75,5.0,19,101,73,1960,170,2.5,89
2023-07-01,GSK_LSE,GSK,LSE,UK,GBP,Europe,Energy,0.7,369.6,1.873,2.1,5.0,4.0,17,100,70,1920,165,2.8,91
2023-10-01,GSK_LSE,GSK,LSE,UK,GBP,Europe,Energy,0.7,369.6,3.518,1.9,5.25,3.2,14,103,75,2000,160,3.0,90
2019-01-01,DIAG_LSE,Diageo,LSE,UK,GBP,Europe,Industrials,1.54,147.0,-0.567,3.1,2.25,1.6,16,96,55,1290,110,2.2,100
2019-04-01,DIAG_LSE,Diageo,LSE,UK,GBP,Europe,Industrials,1.54,147.0,1.47,3.0,2.5,1.9,13,97,62,1310,112,2.5,98
2019-07-01,DIAG_LSE,Diageo,LSE,UK,GBP,Europe,Industrials,1.54,147.0,1.401,2.9,2.25,1.8,15,98,60,1490,115,1.5,95
2019-10-01,DIAG_LSE,Diageo,LSE,UK,GBP,Europe,Industrials,1.54,147.0,4.067,2.8,1.75,2.1,17,97,56,1480,118,0.8,97
2020-01-01,DIAG_LSE,Diageo,LSE,UK,GBP,Europe,Industrials,1.54,147.0,3.736,1.5,1.5,2.3,28,99,45,1580,130,-0.5,96
2020-04-01,DIAG_LSE,Diageo,LSE,UK,GBP,Europe,Industrials,1.54,147.0,-8.594,-6.5,0.25,0.1,55,100,20,1710,125,-15.0,88
2020-07-01,DIAG_LSE,Diageo,LSE,UK,GBP,Europe,Industrials,1.54,147.0,-8.822,-4.0,0.25,1.2,26,93,38,1900,120,3.0,90
2020-10-01,DIAG_LSE,Diageo,LSE,UK,GBP,Europe,Industrials,1.54,147.0,1.991,-1.8,0.25,1.4,22,90,42,1870,115,4.2,93
2021-01-01,DIAG_LSE,Diageo,LSE,UK,GBP,Europe,Industrials,1.54,147.0,10.761,5.5,0.25,1.7,21,89,52,1820,112,7.5,95
2021-04-01,DIAG_LSE,Diageo,LSE,UK,GBP,Europe,Industrials,1.54,147.0,13.675,5.0,0.25,5.0,17,91,62,1780,110,8.0,97
2021-07-01,DIAG_LSE,Diageo,LSE,UK,GBP,Europe,Industrials,1.54,147.0,6.839,4.5,0.25,6.2,18,93,74,1760,108,6.5,96
2021-10-01,DIAG_LSE,Diageo,LSE,UK,GBP,Europe,Industrials,1.54,147.0,3.022,4.2,0.25,7.0,17,96,80,1820,112,5.8,94
2022-01-01,DIAG_LSE,Diageo,LSE,UK,GBP,Europe,Industrials,1.54,147.0,8.947,3.8,0.25,7.9,24,98,95,1900,165,3.5,92
2022-04-01,DIAG_LSE,Diageo,LSE,UK,GBP,Europe,Industrials,1.54,147.0,5.001,3.5,0.5,8.5,26,103,105,1870,200,2.5,88
2022-07-01,DIAG_LSE,Diageo,LSE,UK,GBP,Europe,Industrials,1.54,147.0,0.552,3.0,1.5,8.3,30,108,95,1720,195,1.8,85
2022-10-01,DIAG_LSE,Diageo,LSE,UK,GBP,Europe,Industrials,1.54,147.0,4.81,2.8,3.0,7.1,22,104,82,1800,180,2.0,88
2023-01-01,DIAG_LSE,Diageo,LSE,UK,GBP,Europe,Industrials,1.54,147.0,0.373,2.5,4.25,6.4,21,102,78,1850,175,2.2,87
2023-04-01,DIAG_LSE,Diageo,LSE,UK,GBP,Europe,Industrials,1.54,147.0,-0.874,2.3,4.75,5.0,19,101,73,1960,170,2.5,89
2023-07-01,DIAG_LSE,Diageo,LSE,UK,GBP,Europe,Industrials,1.54,147.0,-0.976,2.1,5.0,4.0,17,100,70,1920,165,2.8,91
2023-10-01,DIAG_LSE,Diageo,LSE,UK,GBP,Europe,Industrials,1.54,147.0,1.391,1.9,5.25,3.2,14,103,75,2000,160,3.0,90
2019-01-01,RIOT_LSE,RioTinto,LSE,UK,GBP,Europe,Industrials,1.8,182.4,3.739,3.1,2.25,1.6,16,96,55,1290,110,2.2,100
2019-04-01,RIOT_LSE,RioTinto,LSE,UK,GBP,Europe,Industrials,1.8,182.4,7.911,3.0,2.5,1.9,13,97,62,1310,112,2.5,98
2019-07-01,RIOT_LSE,RioTinto,LSE,UK,GBP,Europe,Industrials,1.8,182.4,7.465,2.9,2.25,1.8,15,98,60,1490,115,1.5,95
2019-10-01,RIOT_LSE,RioTinto,LSE,UK,GBP,Europe,Industrials,1.8,182.4,12.797,2.8,1.75,2.1,17,97,56,1480,118,0.8,97
2020-01-01,RIOT_LSE,RioTinto,LSE,UK,GBP,Europe,Industrials,1.8,182.4,0.411,1.5,1.5,2.3,28,99,45,1580,130,-0.5,96
2020-04-01,RIOT_LSE,RioTinto,LSE,UK,GBP,Europe,Industrials,1.8,182.4,-7.014,-6.5,0.25,0.1,55,100,20,1710,125,-15.0,88
2020-07-01,RIOT_LSE,RioTinto,LSE,UK,GBP,Europe,Industrials,1.8,182.4,0.209,-4.0,0.25,1.2,26,93,38,1900,120,3.0,90
2020-10-01,RIOT_LSE,RioTinto,LSE,UK,GBP,Europe,Industrials,1.8,182.4,-3.161,-1.8,0.25,1.4,22,90,42,1870,115,4.2,93
2021-01-01,RIOT_LSE,RioTinto,LSE,UK,GBP,Europe,Industrials,1.8,182.4,14.268,5.5,0.25,1.7,21,89,52,1820,112,7.5,95
2021-04-01,RIOT_LSE,RioTinto,LSE,UK,GBP,Europe,Industrials,1.8,182.4,16.55,5.0,0.25,5.0,17,91,62,1780,110,8.0,97
2021-07-01,RIOT_LSE,RioTinto,LSE,UK,GBP,Europe,Industrials,1.8,182.4,8.16,4.5,0.25,6.2,18,93,74,1760,108,6.5,96
2021-10-01,RIOT_LSE,RioTinto,LSE,UK,GBP,Europe,Industrials,1.8,182.4,13.616,4.2,0.25,7.0,17,96,80,1820,112,5.8,94
2022-01-01,RIOT_LSE,RioTinto,LSE,UK,GBP,Europe,Industrials,1.8,182.4,6.961,3.8,0.25,7.9,24,98,95,1900,165,3.5,92
2022-04-01,RIOT_LSE,RioTinto,LSE,UK,GBP,Europe,Industrials,1.8,182.4,0.17,3.5,0.5,8.5,26,103,105,1870,200,2.5,88
2022-07-01,RIOT_LSE,RioTinto,LSE,UK,GBP,Europe,Industrials,1.8,182.4,11.303,3.0,1.5,8.3,30,108,95,1720,195,1.8,85
2022-10-01,RIOT_LSE,RioTinto,LSE,UK,GBP,Europe,Industrials,1.8,182.4,2.926,2.8,3.0,7.1,22,104,82,1800,180,2.0,88
2023-01-01,RIOT_LSE,RioTinto,LSE,UK,GBP,Europe,Industrials,1.8,182.4,1.915,2.5,4.25,6.4,21,102,78,1850,175,2.2,87
2023-04-01,RIOT_LSE,RioTinto,LSE,UK,GBP,Europe,Industrials,1.8,182.4,6.641,2.3,4.75,5.0,19,101,73,1960,170,2.5,89
2023-07-01,RIOT_LSE,RioTinto,LSE,UK,GBP,Europe,Industrials,1.8,182.4,1.012,2.1,5.0,4.0,17,100,70,1920,165,2.8,91
2023-10-01,RIOT_LSE,RioTinto,LSE,UK,GBP,Europe,Industrials,1.8,182.4,9.036,1.9,5.25,3.2,14,103,75,2000,160,3.0,90
2019-01-01,BARC_LSE,Barclays,LSE,UK,GBP,Europe,Technology,0.66,487.4,-2.356,3.1,2.25,1.6,16,96,55,1290,110,2.2,100
2019-04-01,BARC_LSE,Barclays,LSE,UK,GBP,Europe,Technology,0.66,487.4,1.475,3.0,2.5,1.9,13,97,62,1310,112,2.5,98
2019-07-01,BARC_LSE,Barclays,LSE,UK,GBP,Europe,Technology,0.66,487.4,9.03,2.9,2.25,1.8,15,98,60,1490,115,1.5,95
2019-10-01,BARC_LSE,Barclays,LSE,UK,GBP,Europe,Technology,0.66,487.4,9.002,2.8,1.75,2.1,17,97,56,1480,118,0.8,97
2020-01-01,BARC_LSE,Barclays,LSE,UK,GBP,Europe,Technology,0.66,487.4,-6.768,1.5,1.5,2.3,28,99,45,1580,130,-0.5,96
2020-04-01,BARC_LSE,Barclays,LSE,UK,GBP,Europe,Technology,0.66,487.4,-5.18,-6.5,0.25,0.1,55,100,20,1710,125,-15.0,88
2020-07-01,BARC_LSE,Barclays,LSE,UK,GBP,Europe,Technology,0.66,487.4,-5.089,-4.0,0.25,1.2,26,93,38,1900,120,3.0,90
2020-10-01,BARC_LSE,Barclays,LSE,UK,GBP,Europe,Technology,0.66,487.4,-1.27,-1.8,0.25,1.4,22,90,42,1870,115,4.2,93
2021-01-01,BARC_LSE,Barclays,LSE,UK,GBP,Europe,Technology,0.66,487.4,3.268,5.5,0.25,1.7,21,89,52,1820,112,7.5,95
2021-04-01,BARC_LSE,Barclays,LSE,UK,GBP,Europe,Technology,0.66,487.4,5.668,5.0,0.25,5.0,17,91,62,1780,110,8.0,97
2021-07-01,BARC_LSE,Barclays,LSE,UK,GBP,Europe,Technology,0.66,487.4,12.942,4.5,0.25,6.2,18,93,74,1760,108,6.5,96
2021-10-01,BARC_LSE,Barclays,LSE,UK,GBP,Europe,Technology,0.66,487.4,6.583,4.2,0.25,7.0,17,96,80,1820,112,5.8,94
2022-01-01,BARC_LSE,Barclays,LSE,UK,GBP,Europe,Technology,0.66,487.4,-5.078,3.8,0.25,7.9,24,98,95,1900,165,3.5,92
2022-04-01,BARC_LSE,Barclays,LSE,UK,GBP,Europe,Technology,0.66,487.4,2.597,3.5,0.5,8.5,26,103,105,1870,200,2.5,88
2022-07-01,BARC_LSE,Barclays,LSE,UK,GBP,Europe,Technology,0.66,487.4,-0.898,3.0,1.5,8.3,30,108,95,1720,195,1.8,85
2022-10-01,BARC_LSE,Barclays,LSE,UK,GBP,Europe,Technology,0.66,487.4,1.575,2.8,3.0,7.1,22,104,82,1800,180,2.0,88
2023-01-01,BARC_LSE,Barclays,LSE,UK,GBP,Europe,Technology,0.66,487.4,-0.763,2.5,4.25,6.4,21,102,78,1850,175,2.2,87
2023-04-01,BARC_LSE,Barclays,LSE,UK,GBP,Europe,Technology,0.66,487.4,-0.572,2.3,4.75,5.0,19,101,73,1960,170,2.5,89
2023-07-01,BARC_LSE,Barclays,LSE,UK,GBP,Europe,Technology,0.66,487.4,3.688,2.1,5.0,4.0,17,100,70,1920,165,2.8,91
2023-10-01,BARC_LSE,Barclays,LSE,UK,GBP,Europe,Technology,0.66,487.4,5.077,1.9,5.25,3.2,14,103,75,2000,160,3.0,90
2019-01-01,VODA_LSE,Vodafone,LSE,UK,GBP,Europe,Healthcare,0.89,68.0,4.693,3.1,2.25,1.6,16,96,55,1290,110,2.2,100
2019-04-01,VODA_LSE,Vodafone,LSE,UK,GBP,Europe,Healthcare,0.89,68.0,-1.239,3.0,2.5,1.9,13,97,62,1310,112,2.5,98
2019-07-01,VODA_LSE,Vodafone,LSE,UK,GBP,Europe,Healthcare,0.89,68.0,4.77,2.9,2.25,1.8,15,98,60,1490,115,1.5,95
2019-10-01,VODA_LSE,Vodafone,LSE,UK,GBP,Europe,Healthcare,0.89,68.0,1.135,2.8,1.75,2.1,17,97,56,1480,118,0.8,97
2020-01-01,VODA_LSE,Vodafone,LSE,UK,GBP,Europe,Healthcare,0.89,68.0,-2.648,1.5,1.5,2.3,28,99,45,1580,130,-0.5,96
2020-04-01,VODA_LSE,Vodafone,LSE,UK,GBP,Europe,Healthcare,0.89,68.0,-7.759,-6.5,0.25,0.1,55,100,20,1710,125,-15.0,88
2020-07-01,VODA_LSE,Vodafone,LSE,UK,GBP,Europe,Healthcare,0.89,68.0,-9.411,-4.0,0.25,1.2,26,93,38,1900,120,3.0,90
2020-10-01,VODA_LSE,Vodafone,LSE,UK,GBP,Europe,Healthcare,0.89,68.0,3.131,-1.8,0.25,1.4,22,90,42,1870,115,4.2,93
2021-01-01,VODA_LSE,Vodafone,LSE,UK,GBP,Europe,Healthcare,0.89,68.0,10.318,5.5,0.25,1.7,21,89,52,1820,112,7.5,95
2021-04-01,VODA_LSE,Vodafone,LSE,UK,GBP,Europe,Healthcare,0.89,68.0,5.671,5.0,0.25,5.0,17,91,62,1780,110,8.0,97
2021-07-01,VODA_LSE,Vodafone,LSE,UK,GBP,Europe,Healthcare,0.89,68.0,0.975,4.5,0.25,6.2,18,93,74,1760,108,6.5,96
2021-10-01,VODA_LSE,Vodafone,LSE,UK,GBP,Europe,Healthcare,0.89,68.0,0.748,4.2,0.25,7.0,17,96,80,1820,112,5.8,94
2022-01-01,VODA_LSE,Vodafone,LSE,UK,GBP,Europe,Healthcare,0.89,68.0,2.553,3.8,0.25,7.9,24,98,95,1900,165,3.5,92
2022-04-01,VODA_LSE,Vodafone,LSE,UK,GBP,Europe,Healthcare,0.89,68.0,-7.33,3.5,0.5,8.5,26,103,105,1870,200,2.5,88
2022-07-01,VODA_LSE,Vodafone,LSE,UK,GBP,Europe,Healthcare,0.89,68.0,1.788,3.0,1.5,8.3,30,108,95,1720,195,1.8,85
2022-10-01,VODA_LSE,Vodafone,LSE,UK,GBP,Europe,Healthcare,0.89,68.0,3.96,2.8,3.0,7.1,22,104,82,1800,180,2.0,88
2023-01-01,VODA_LSE,Vodafone,LSE,UK,GBP,Europe,Healthcare,0.89,68.0,-0.524,2.5,4.25,6.4,21,102,78,1850,175,2.2,87
2023-04-01,VODA_LSE,Vodafone,LSE,UK,GBP,Europe,Healthcare,0.89,68.0,-1.056,2.3,4.75,5.0,19,101,73,1960,170,2.5,89
2023-07-01,VODA_LSE,Vodafone,LSE,UK,GBP,Europe,Healthcare,0.89,68.0,1.853,2.1,5.0,4.0,17,100,70,1920,165,2.8,91
2023-10-01,VODA_LSE,Vodafone,LSE,UK,GBP,Europe,Healthcare,0.89,68.0,2.769,1.9,5.25,3.2,14,103,75,2000,160,3.0,90
2019-01-01,TOYO_TSE,Toyota,TSE,Japan,JPY,Asia,Telecom,0.5,347.8,1.977,3.1,2.25,1.6,16,96,55,1290,110,2.2,100
2019-04-01,TOYO_TSE,Toyota,TSE,Japan,JPY,Asia,Telecom,0.5,347.8,3.224,3.0,2.5,1.9,13,97,62,1310,112,2.5,98
2019-07-01,TOYO_TSE,Toyota,TSE,Japan,JPY,Asia,Telecom,0.5,347.8,2.142,2.9,2.25,1.8,15,98,60,1490,115,1.5,95
